id,name,age,badge,past_purchase_amt
17075,Aimee Guerra,40,bronze,5.3
17076,Fermin Woodard,41,silver,36.39
17077,Rufus Welch,33,bronze,146.29
17078,Keith Dixon,37,gold,14.32
17079,Lee Thomas,38,bronze,22.259999999999998
17080,Daniel King,30,silver,373.54
17081,Philip Hunter,40,bronze,19.29
17082,John Cooper,31,bronze,17.630000000000003
17083,Carlos Kearse,36,bronze,421.13
17084,John Hicks,37,silver,11.4
17085,Joan Taylor,32,silver,8.22
17086,Ronald Lashley,37,silver,17.939999999999998
17087,Kristen Beyer,30,bronze,27.28
17088,Margaret Craig,39,bronze,15.440000000000001
17089,Marvin Osburn,37,bronze,18.490000000000002
17090,Robert Waller,28,bronze,14.01
17091,Melissa Virgil,32,bronze,43.2
17092,Billy Reeder,23,bronze,150.12
17093,James Cooper,39,silver,94.97
17094,Donald Love,24,bronze,381.03
17095,Richard Glass,37,bronze,34.1
17096,Michael Veazey,27,gold,6.18
17097,Mitchell Thomas,42,silver,28.25
17098,Joseph Normand,22,bronze,5.41
17099,Carolyn Mccauley,29,bronze,7.79
17100,Terry Young,45,silver,18.85
17101,Jack King,45,silver,35.480000000000004
17102,Miranda Worthington,32,silver,11.02
17103,Jesse Stokes,38,bronze,21.130000000000003
17104,Frank Allen,37,bronze,7.6
17105,Annemarie Zavala,33,gold,22.39
17106,William Lee,39,bronze,16.55
17107,Jose Shelton,31,silver,10.51
17108,Lorraine Delton,41,silver,11.440000000000001
17109,Christopher Capossela,29,silver,7.640000000000001
17110,Robert Karpinski,27,bronze,22.880000000000003
17111,Angela Newberg,39,silver,132.28
17112,Phyllis Kowalski,34,bronze,112.3
17113,Robert Johnson,29,bronze,5.04
17114,William Dobrich,32,bronze,12.97
17115,Geneva Cabrera,40,bronze,5.47
17116,Rickie Wall,30,bronze,45.65
17117,Zachary Weaver,38,gold,19.82
17118,Walter Patterson,28,bronze,127.25
17119,Elizabeth Bryd,29,bronze,7.3
17120,Paul Kenney,42,silver,14.84
17121,Charles Crim,30,silver,22.7
17122,Bertha Silva,32,gold,28.78
17123,Eunice Sharp,25,bronze,6.05
17124,Tony Wellenstein,31,bronze,8.33
17125,Edward Castillo,39,bronze,8.21
17126,Charlene Krause,19,silver,37.629999999999995
17127,James Beyer,33,silver,9.16
17128,Christopher Dudley,40,bronze,10.77
17129,Kathy Alaniz,40,gold,33.91
17130,Ann Morales,30,silver,21.91
17131,Patricia Jaeger,38,bronze,59.98
17132,Steven Williams,25,bronze,20.78
17133,Jennifer Krajcer,41,gold,17.84
17134,Marla Cunningham,40,bronze,20.85
17135,Emily Nolan,30,bronze,9.53
17136,Robert Spink,37,bronze,39.07
17137,Cynthia Hunter,34,silver,92.76
17138,Jack Chinn,37,bronze,5.1
17139,Samuel Caldwell,30,gold,10.96
17140,Thomas Moya,41,silver,16.240000000000002
17141,Edward Mcintosh,37,bronze,13.82
17142,Jerry Proctor,34,bronze,52.04
17143,Mae Farley,36,bronze,13.61
17144,Syble Parrish,30,bronze,95.28
17145,Anthony Morales,43,silver,19.119999999999997
17146,Alisa Cabral,39,silver,50.88
17147,Martha Gallagher,37,silver,68.67
17148,Nelda Hughes,35,gold,10422.03
17149,Linda Harper,36,silver,19.79
17150,Kimberly Scott,43,silver,40.36
17151,Luz Rivera,41,silver,97.4
17152,Matthew Keppler,40,bronze,10.059999999999999
17153,Mary Daniel,39,gold,20.07
17154,Jeffrey Jefferson,23,bronze,15.57
17155,Jimmie Taylor,25,bronze,6.19
17156,Jimmie Bryant,37,silver,18.16
17157,Mary Reynolds,35,gold,16.04
17158,Stephen Potter,40,bronze,27.12
17159,Frank Hall,34,silver,36.379999999999995
17160,Rose White,40,silver,19.84
17161,Scott Neira,33,bronze,6.84
17162,David Donahue,31,gold,14.12
17163,Eric Haskell,22,bronze,21.29
17164,Jesus Lentz,37,silver,384.07
17165,Gary Richards,26,bronze,25.4
17166,Christopher Raines,32,silver,81.3
17167,Jeffrey Himenez,26,gold,49.4
17168,Charles Armstrong,40,gold,30.84
17169,Andrew Palacios,38,silver,32.28
17170,Roxanne Gates,39,silver,26.86
17171,Patricia Boston,37,gold,77.3
17172,Jessica Bolling,39,bronze,16.67
17173,Alton Dare,35,bronze,15.120000000000001
17174,Marie Jackson,19,silver,19.880000000000003
17175,Brian Anderson,36,silver,46.15
17176,Bill Thompson,30,gold,48.09
17177,Kim Obrien,21,bronze,48.05
17178,Gino Fitts,33,silver,14.370000000000001
17179,Ricardo Turnage,33,bronze,8.89
17180,Michele Wong,41,bronze,6.26
17181,Robert Cosentino,34,silver,1207.95
17182,Peter Arthur,37,silver,37.29
17183,Scott Fitzpatrick,44,bronze,30.69
17184,Phoebe Quintero,19,gold,41.41
17185,Karla Nicholson,41,gold,81.14
17186,Ryan Mestad,41,gold,37.69
17187,Corinne Sallee,34,silver,14.9
17188,Ellen Reeves,36,gold,59.57
17189,Christian Knight,34,silver,86.51
17190,Adam Kubesh,30,bronze,105.03
17191,Andrew Timmons,39,silver,15.34
17192,Fred Ramin,24,bronze,8.56
17193,Victoria Mendosa,30,gold,33.239999999999995
17194,Joseph Trantham,42,silver,32.43
17195,Thomas Williams,32,bronze,23.439999999999998
17196,David Martin,45,silver,27.48
17197,Kenneth Roberts,40,bronze,10.3
17198,Ava Carbaugh,29,silver,55.3
17199,Francis Williams,36,bronze,41.3
17200,Sara Wells,26,bronze,6.36
17201,Robin Dinkins,33,bronze,19.34
17202,Lauren Keener,32,silver,124.25
17203,Margaret Chavez,24,bronze,95.43
17204,Mary Kelsey,35,gold,79.6
17205,Josie Smith,46,gold,87.59
17206,Melissa Orizabal,30,bronze,13.57
17207,Willie Davis,40,silver,10.18
17208,Sharon Escobar,42,silver,34.96
17209,John Ellison,22,bronze,7.22
17210,Jason Shanker,45,gold,29.09
17211,James Goetz,41,bronze,71.04
17212,Kristine Mireles,42,silver,45.1
17213,Beverly Brimfield,41,gold,5.11
17214,Mary Woods,36,silver,9.33
17215,Alicia Caputo,27,bronze,23.94
17216,Jeffrey Tirado,38,silver,18.04
17217,Gladys Hoftiezer,31,bronze,9.88
17218,Christine Bruner,26,bronze,68.67
17219,Mary Munson,27,silver,13.68
17220,Don Jones,35,gold,25.42
17221,Charles Jernberg,26,silver,21.15
17222,Beverly Kim,37,silver,12.03
17223,Gloria Hooker,38,bronze,21.07
17224,Nell Castle,37,silver,92.06
17225,Royce White,37,silver,13.71
17226,Heather Conley,22,bronze,5.7
17227,Judy Cheung,37,bronze,20.43
17228,Maria Popovich,31,silver,21.11
17229,Ray Amante,34,silver,21.15
17230,Phyllis Krigger,34,silver,16.630000000000003
17231,Rhonda Rahaman,41,bronze,33.19
17232,Francis Conforti,29,bronze,92.93
17233,Jason Hall,41,silver,10.26
17234,Keith Davidson,32,bronze,9.9
17235,Reva Kulish,42,bronze,22.58
17236,Craig Jenkins,25,bronze,8.24
17237,Warner Walker,33,silver,125.84
17238,Shawn Davis,40,gold,148.03
17239,Mario Simmons,22,bronze,990.25
17240,Joanne Letson,29,silver,17.34
17241,Jo Rost,45,bronze,36.92
17242,Emily Hansen,38,bronze,10.33
17243,Stanley Perry,20,bronze,53.21
17244,Marilyn Resendez,34,silver,14.8
17245,Leo Mattas,24,bronze,10.37
17246,Dawn Hoch,26,gold,224.9
17247,Lee Martin,27,bronze,1287.59
17248,Heather Curtis,38,silver,1151.83
17249,Mary Wallenbrock,37,gold,41.22
17250,Scott Snyder,31,silver,45.16
17251,Joan Bozwell,28,silver,35.81
17252,Elizabeth Powell,45,bronze,13.93
17253,Clement Harrison,45,silver,29.78
17254,Lisa Lieberman,29,bronze,2532.79
17255,Seth Iverson,33,bronze,180.85
17256,Kimberley King,43,silver,8.3
17257,Monique Cooper,33,bronze,17.9
17258,Ora Smith,25,gold,78.11
17259,Margaret Flanagan,39,bronze,15.92
17260,David Castro,34,bronze,11.52
17261,Dennis Wilson,30,gold,96.85
17262,John Guzman,40,silver,71.05
17263,Sara Vargas,29,bronze,6.34
17264,Odis Cobbley,36,silver,38.629999999999995
17265,Martha Joyce,32,bronze,28.66
17266,Vito Brandenberger,42,bronze,37.1
17267,Robert Gustafson,26,bronze,135.51
17268,Patricia Austin,39,bronze,66.84
17269,Sherry Burkett,39,gold,18.240000000000002
17270,Terry Mccarthy,34,silver,5.34
17271,Jamie Young,28,gold,6.09
17272,Joann Olson,35,bronze,24.01
17273,Geraldine Laforce,35,silver,36.91
17274,Daniel Reed,38,silver,24.69
17275,Charline Phillips,22,bronze,29.75
17276,Cheryl Lombardo,44,bronze,11.45
17277,George Jackson,31,gold,11.9
17278,Franklin Tennant,23,bronze,559.67
17279,Harley White,38,gold,6.14
17280,Patricia Stern,34,bronze,30.5
17281,Helen Eckland,39,bronze,338.99
17282,Melvin Stowers,40,gold,3743.74
17283,Vida Nahass,41,bronze,409.84
17284,Jason Mavraganis,38,gold,7.1899999999999995
17285,Richard Speer,38,bronze,118.77
17286,Leona Nelson,32,silver,33.96
17287,Sharon Ewart,37,gold,22.369999999999997
17288,James Gaona,39,silver,15.48
17289,Mary Burkitt,30,bronze,24.98
17290,Judy King,39,bronze,8.77
17291,Clemente Mcmillan,36,bronze,10.32
17292,Kenneth Thompson,32,bronze,277.53
17293,Marilyn Barber,24,silver,97.92
17294,Anna Berman,40,bronze,8.9
17295,Sophie Jones,25,silver,39.69
17296,Kevin Funches,33,silver,68.12
17297,Dennis Davis,37,gold,9.52
17298,Alonzo Pierre,37,bronze,5.11
17299,Rodney Whitley,34,gold,19.36
17300,William Baxter,30,silver,8.64
17301,Timothy Garcia,46,silver,29.47
17302,Anthony Carmack,38,silver,14.87
17303,Kristen Sykes,40,bronze,9.18
17304,Christopher Neal,21,bronze,33.629999999999995
17305,Virginia Caputo,36,bronze,14.5
17306,Fred May,35,silver,36.03
17307,Ruben Ricker,30,bronze,847.38
17308,Charles Dunning,40,bronze,13.57
17309,James Serrano,26,bronze,7.46
17310,Joy Lingelbach,35,bronze,23.08
17311,Charles Webb,41,gold,6.72
17312,Norine Brinton,37,silver,15.78
17313,Latesha Giles,31,gold,15.76
17314,Doris Benzing,32,silver,18.34
17315,Brad Leigland,31,silver,364.12
17316,James Roemmich,34,bronze,15.18
17317,Arthur Parsons,32,bronze,11.7
17318,Jammie Sullivan,38,bronze,10.11
17319,Jeraldine Klein,32,bronze,5.06
17320,Amber Bivins,27,silver,90.88
17321,Kimberly Lopez,30,silver,18.2
17322,Sara Franklin,42,bronze,33.14
17323,David Delavega,41,bronze,3109.04
17324,Diane Goyette,28,bronze,967.19
17325,Sandra Bove,44,silver,16.46
17326,Meagan Wanzer,35,gold,31.06
17327,Eugene Mitchell,29,bronze,19.5
17328,Dawn Warkentin,41,gold,19.8
17329,Matilda Johnson,34,bronze,66.65
17330,Marie Gray,27,bronze,17.09
17331,Yesenia Hill,21,silver,13.58
17332,Robert Baber,41,silver,7.3
17333,Mary Floyd,35,silver,22.9
17334,Ruby Ferrara,34,bronze,33.4
17335,Daniel Ahmad,30,silver,35.72
17336,Katherine Jackson,38,bronze,6523.52
17337,Tamra Gluck,32,silver,968.58
17338,Linda Harris,34,bronze,9.7
17339,Timothy Jordan,27,silver,10.1
17340,Louis Jennings,40,gold,13.370000000000001
17341,Katherine Sayler,24,gold,112.46
17342,Emily Passe,32,bronze,11.0
17343,Laura Cardwell,39,bronze,7.1
17344,Ann Torres,42,bronze,11.05
17345,Sue Hamburger,37,bronze,14.01
17346,Albert Buckley,23,bronze,1968.11
17347,Linda Keener,41,bronze,8.24
17348,Christopher Pucci,28,silver,207.66
17349,Deborah Debolt,37,silver,59.0
17350,Jessie Rolle,39,gold,69.22999999999999
17351,James Enciso,39,bronze,5.08
17352,Felix Davis,39,bronze,87.32
17353,Harry Washington,38,bronze,18.79
17354,Lorraine Tauras,25,bronze,9.58
17355,Nancy Lee,25,bronze,12.18
17356,Wanda Johnson,39,silver,39.53
17357,Kathleen Willard,45,gold,19.869999999999997
17358,Lance Gomez,38,silver,7.08
17359,Marjorie Bader,43,silver,88.25
17360,Matthew Castro,35,bronze,10.96
17361,Ashley Doss,23,silver,14.89
17362,George Dowd,46,bronze,32.519999999999996
17363,John Duncan,26,silver,44.32
17364,Christopher Mason,35,gold,60.23
17365,Stephen Sollie,32,bronze,81.16
17366,Clyde Brown,31,bronze,6.52
17367,Jared Kunka,33,silver,50.51
17368,Matthew Bailey,41,bronze,7.67
17369,Lori Crow,33,bronze,9.26
17370,Thomas Moyer,28,gold,60.1
17371,William Ha,25,silver,17.27
17372,Elizabeth Cano,38,gold,9.2
17373,Joyce Lewter,44,silver,15.08
17374,Rosa Natale,26,bronze,15.92
17375,Mildred Topel,42,gold,215.76
17376,Nancy Passe,43,silver,101.2
17377,James Molina,44,silver,12.16
17378,Lisa Keeton,40,bronze,1232.96
17379,Patti Smoot,35,silver,12.440000000000001
17380,Paul Campbell,34,gold,1115.64
17381,Edward Mirabella,42,gold,159.88
17382,Anthony Jarecki,45,silver,57.92
17383,Bernard Homan,41,bronze,8.32
17384,Toni Garcia,31,gold,10.92
17385,Mary Bailey,26,bronze,130.14
17386,Richard Mackey,40,bronze,58.23
17387,Barbara Fritter,40,silver,23.72
17388,James Pavlas,30,bronze,19.119999999999997
17389,Rivka Greenhalge,24,bronze,6.15
17390,Aaron Iturbe,24,gold,7.4
17391,James Anders,30,bronze,10.66
17392,Phyllis Autrey,43,gold,40.94
17393,Stephen James,35,gold,90.18
17394,Gail Ray,37,bronze,15.6
17395,Kia Bolden,30,silver,6.01
17396,Amy Moyers,35,gold,21.509999999999998
17397,Pedro Johnson,36,bronze,83.68
17398,Rosa Schiffer,30,bronze,10.16
17399,Christopher Stewart,40,bronze,40.44
17400,Renee Jones,32,gold,11.18
17401,Allan Brown,30,bronze,1071.85
17402,Richard Oliver,30,bronze,55.46
17403,Kevin Matteo,34,bronze,25.18
17404,Dolores Ackerman,31,silver,35.93
17405,William Green,42,silver,33.9
17406,Brian Robinson,37,bronze,29.01
17407,Ken Swinson,38,bronze,27.78
17408,Deeann Eckel,34,bronze,20.3
17409,Heidi Begum,28,bronze,6.16
17410,Helen Gil,24,bronze,9.51
17411,Gavin Moore,34,gold,69.82
17412,Homer Moe,39,gold,133.0
17413,Alan Valenzuela,45,silver,36.57
17414,Kathleen Gould,28,silver,7.21
17415,Brandon Butler,40,bronze,11.52
17416,Lowell Sherman,38,gold,35.14
17417,Laurie Gardner,36,bronze,62.21
17418,Mary Shults,27,silver,7.63
17419,Brandon Huynh,32,bronze,6.59
17420,Daniel Weatherford,41,bronze,66.44
17421,Wes Summers,33,bronze,15.62
17422,Kathleen Thorp,38,gold,9.04
17423,Michael Peterson,37,gold,6.17
17424,Randall Steed,22,silver,42.65
17425,Antonio Gordon,32,bronze,8.16
17426,Tammy Geary,34,gold,18.439999999999998
17427,Nickie Hubble,34,silver,7.529999999999999
17428,Marvin Locy,35,silver,25.05
17429,Myrtice James,40,bronze,51.77
17430,Judith Dutton,42,bronze,3990.48
17431,Christopher Robertson,38,bronze,6.79
17432,Henry Weichel,33,silver,35.96
17433,Tawny Carter,41,silver,35.16
17434,Thomas Snell,42,bronze,11.219999999999999
17435,Russell Thomas,42,bronze,14.68
17436,Evelyn Williams,42,silver,54.24
17437,Bonnie Mcdonough,35,bronze,77.77
17438,Fredrick Golay,37,bronze,23.65
17439,Phil Thomas,39,silver,13.21
17440,Martha Hamilton,45,gold,60.69
17441,Virginia Echard,38,bronze,1824.02
17442,Laura Albers,42,silver,37.5
17443,Cynthia Hoffman,35,gold,23.38
17444,Antonio Wright,35,gold,538.55
17445,Christy Leggett,39,bronze,13.370000000000001
17446,William Schmitz,27,silver,23.28
17447,Darren Rogers,38,bronze,29.38
17448,Howard Baker,28,bronze,17.7
17449,Ryan Voss,39,bronze,9.879999999999999
17450,Tina Tressler,38,bronze,607.07
17451,Jodi Hudson,33,gold,31.0
17452,George Hamilton,28,bronze,62.33
17453,Winnifred Padillo,21,bronze,52.5
17454,Jonathan Santos,34,bronze,20.86
17455,Mary Swager,43,bronze,129.88
17456,Joey Oakley,29,silver,40.13
17457,Janice German,22,silver,33.6
17458,Donald Ferris,29,silver,64.6
17459,Debra Todd,36,silver,80.41
17460,Dominick Stanley,24,bronze,22.57
17461,Ed Orsini,44,bronze,14.39
17462,Millie Laird,34,silver,10.07
17463,Dennis Dejesus,41,bronze,43.07
17464,Andrea Sutter,44,silver,64.78999999999999
17465,Thomas Brehmer,28,bronze,14.219999999999999
17466,Paul Watson,25,silver,41.75
17467,Sherry Freeman,35,bronze,30.0
17468,Dennis Samuel,41,silver,6.57
17469,Elvia Frye,32,bronze,11.54
17470,Arthur Phillips,32,bronze,826.01
17471,Mercedes Mabry,36,gold,11.84
17472,Scott Gallipeau,40,bronze,9.72
17473,Ryan Newton,46,bronze,57.8
17474,Lori Johnson,33,bronze,32.239999999999995
17475,Mathew Vise,36,silver,13.620000000000001
17476,Glen Ramey,30,gold,22.33
17477,Harry Seelbach,40,gold,27.04
17478,Mary Walker,28,bronze,10.86
17479,Teresa Vargas,35,bronze,98.97
17480,Kimberly Morgan,27,gold,14.78
17481,Lillian Edwards,30,gold,17.130000000000003
17482,Julie Snyder,36,gold,2221.56
17483,Aline Fiedler,24,gold,68.19
17484,Charles Huseman,37,bronze,13.79
17485,Charles Miser,33,bronze,28.89
17486,James Anselm,25,silver,8.6
17487,James Kanter,30,bronze,7.38
17488,Jose Hamada,37,gold,9.95
17489,James Safdeye,40,bronze,14.08
17490,David Velasquez,38,bronze,6.01
17491,Brenda Mcneal,36,bronze,1955.87
17492,Danilo Vanpelt,36,bronze,16.439999999999998
17493,Virgil Bently,38,gold,16.17
17494,Charles Hardy,39,bronze,9.71
17495,Glen Davies,28,silver,22.83
17496,Larry Courtney,30,bronze,193.13
17497,Gerald Zaller,31,bronze,1881.42
17498,Hal Wilson,31,bronze,22.7
17499,Sharon Macchiarella,37,silver,45.08
17500,Jesse Ross,44,silver,16.27
17501,Beth Elfrink,33,bronze,36.71
17502,William Shelton,39,bronze,226.39
17503,Eldon Edelman,38,gold,346.49
17504,Hattie Costanza,43,silver,18.59
17505,William Gonzales,38,silver,20.119999999999997
17506,Debra Lyons,36,bronze,10.42
17507,Matt Perez,42,bronze,9.92
17508,Roderick Distaffen,34,gold,11.11
17509,Zaida Loveless,26,bronze,18.939999999999998
17510,Richard Silva,27,bronze,11.82
17511,Harold Randle,31,bronze,11.23
17512,April Pons,32,silver,123.93
17513,Nancy Spence,39,bronze,1646.72
17514,Shaina Rodriguez,41,bronze,11.36
17515,David Engen,30,bronze,12.05
17516,Raymond Montgomery,38,silver,13.74
17517,Shawna Burrell,31,gold,9.61
17518,Sharon Lease,43,bronze,89.26
17519,Donna Wood,32,silver,34.53
17520,Brandon Mages,40,bronze,11.85
17521,Aldo Waits,34,bronze,16.39
17522,Frank Salinas,27,silver,8.03
17523,Katie Cruz,36,silver,39.77
17524,Joanne Lacroix,39,bronze,11.39
17525,Karen Anderson,41,bronze,11.15
17526,Delbert Lucas,32,gold,44.04
17527,Leslee Miller,41,silver,16.41
17528,Jonathan Johnson,32,bronze,121.72
17529,Kevin Tedesco,42,bronze,813.43
17530,Kathy Willsey,39,bronze,21.07
17531,Mary Manternach,18,bronze,46.44
17532,Fred Hogsett,42,gold,44.68
17533,Anita Kennerson,36,bronze,337.08
17534,Wanda Moore,35,gold,93.79
17535,Mary Brown,32,silver,67.46000000000001
17536,Robert Starr,24,silver,38.15
17537,Tyler Maynard,42,bronze,19.630000000000003
17538,Luis Kim,39,silver,11.83
17539,Hugo Taylor,37,gold,2774.3
17540,Maria Raines,43,gold,17.67
17541,Michael Arroyo,41,bronze,539.42
17542,Luis Crowley,38,gold,321.47
17543,Charles Fay,41,silver,12.78
17544,Frank Roth,31,bronze,311.0
17545,Luella Garcia,41,silver,14.45
17546,Elaine Murphy,43,silver,25.94
17547,Lynn Mauldin,40,silver,21.93
17548,Dennis Peterson,27,silver,48.8
17549,Clarence Reynolds,38,bronze,81.59
17550,Nancy Garcia,32,bronze,7.03
17551,Margaret Tirado,46,silver,17.46
17552,Whitney Collins,43,silver,25.41
17553,Robert Fox,28,bronze,45.94
17554,Steve Brazee,32,silver,13.8
17555,Christina Cushman,41,bronze,16.08
17556,Michael Cates,26,gold,61.09
17557,Ronald Babcock,40,bronze,30.05
17558,William Justice,40,silver,123.14
17559,Anne Lamar,37,silver,7.109999999999999
17560,Zenobia Gerhardt,26,bronze,15.93
17561,John Jenkins,42,gold,34.730000000000004
17562,Richard Adams,37,bronze,9.3
17563,James Prince,30,bronze,6.47
17564,Winnie Bonine,31,silver,32.21
17565,Sandra Withers,34,bronze,61.77
17566,William Goble,41,bronze,5.04
17567,Rosa Sayegh,32,bronze,8.12
17568,Alice Cook,45,bronze,27.54
17569,John Klein,27,bronze,16.87
17570,James Chu,24,bronze,1573.56
17571,Bryan Phillips,22,gold,13.280000000000001
17572,Mark Nez,26,bronze,23.66
17573,Abdul Booker,33,bronze,149.53
17574,Larry Powers,34,gold,100.76
17575,Vicki Schofield,19,bronze,50.08
17576,Julian Collison,27,gold,9.78
17577,Donald Perry,27,silver,19.009999999999998
17578,Joshua Clower,41,bronze,5.63
17579,Martha Leigland,37,bronze,15.84
17580,Michael Fontaine,39,gold,21.49
17581,Angie Blanks,24,bronze,96.49
17582,Casey Powers,32,bronze,17.55
17583,Timothy Lane,44,silver,12.39
17584,Harry Rawson,23,bronze,21.57
17585,Maggie Giorgio,31,bronze,954.42
17586,Alexandra Borton,31,bronze,46.3
17587,Sidney Chu,24,gold,16.03
17588,Benjamin Gloss,34,bronze,7.71
17589,Patricia Washington,44,gold,35.260000000000005
17590,Edward Jensen,36,silver,113.38
17591,Charles Creed,39,gold,52.25
17592,Paul Velasco,45,bronze,31.17
17593,Javier Johnson,33,silver,26.67
17594,Judy Dexter,35,silver,117.96
17595,Jerry Fox,26,silver,13.879999999999999
17596,Beatrice Contreras,45,silver,9.04
17597,Patricia Daniel,31,bronze,193.62
17598,Eula Williams,37,silver,19.72
17599,Benjamin Engram,42,silver,72.88
17600,Ashley Parker,33,bronze,18.310000000000002
17601,Luke Duncan,26,bronze,6.04
17602,Helen Barnes,36,bronze,52.13
17603,Michele Cook,26,gold,23.59
17604,Ursula Borke,35,silver,25.61
17605,Donald Nugent,43,bronze,91.07
17606,Ana Pendleton,26,silver,44.76
17607,Lana Golding,35,bronze,219.21
17608,Nelson Arnold,40,bronze,10.52
17609,Amy Nerad,32,gold,78.87
17610,Sheri Varrone,27,gold,20.380000000000003
17611,Randy Barker,39,bronze,7.65
17612,Nicholas Bisono,40,silver,21.15
17613,Deborah Armstrong,44,gold,10.78
17614,Delta Johnson,35,bronze,70.36
17615,Kim Vega,41,bronze,44.87
17616,Roger Means,25,bronze,13.52
17617,James Montgomery,42,silver,92.36
17618,Joshua Wright,24,bronze,31.21
17619,Robin Johnson,37,silver,22.86
17620,Tony Mensing,28,silver,20.02
17621,Brenda Resendez,31,bronze,29.24
17622,Daryl Park,32,silver,119.45
17623,Lawanda Bingham,33,gold,7.55
17624,Renee Moton,41,bronze,19.68
17625,Bridgette Rossi,25,silver,38.83
17626,Richard Moore,35,bronze,43.47
17627,Diane Owens,39,bronze,262.96000000000004
17628,Karen Jones,22,bronze,18.240000000000002
17629,Spencer Dunn,29,gold,48.54
17630,Jesica Foster,29,bronze,5.26
17631,Forrest Hahn,33,gold,8.91
17632,Gala Caskey,33,bronze,9.16
17633,Patty Ellis,45,silver,89.55
17634,Heather Longoria,41,silver,45.79
17635,Carolyn Caughey,36,bronze,21.07
17636,Christa Matsuno,32,gold,14.58
17637,Kevin Cornelison,42,gold,18.16
17638,Robert Sams,38,bronze,23.34
17639,Renee Patel,38,gold,58.47
17640,Dennis Wisniewski,38,gold,15.25
17641,Johnny Larosa,28,bronze,15.48
17642,Robert Salter,46,silver,60.02
17643,Christopher Geary,24,bronze,22.119999999999997
17644,Ruthie Sanchez,42,gold,14.7
17645,Lacy Crane,31,silver,12.84
17646,Isabella Pugh,43,gold,15.64
17647,Alexander Byrom,33,bronze,11.2
17648,Steve Ryan,45,bronze,63.49
17649,Dianne Fleming,32,silver,44.58
17650,Allen Watson,31,bronze,630.0
17651,Frances Gough,35,bronze,7.79
17652,Timothy Totten,30,bronze,14.120000000000001
17653,Bobbie Shattuck,35,silver,9.06
17654,Samantha Drost,41,gold,9.49
17655,Lynda Pendergraph,23,bronze,76.41
17656,Carol Hurtado,26,gold,16.46
17657,Micheal Camp,37,gold,199.78
17658,Milissa Jones,36,gold,29.92
17659,Rosalind Knight,36,bronze,417.17
17660,Larhonda Mann,42,bronze,8.96
17661,Virginia Dortch,31,silver,42.75
17662,Stanley Knutson,26,bronze,112.5
17663,Mattie Morter,25,bronze,9.41
17664,Jessie Phillips,29,bronze,10.19
17665,Ronnie Manzi,36,bronze,9.36
17666,Winfred Ramos,37,bronze,7.16
17667,Kristin Dunkan,39,silver,9.2
17668,Renee Young,38,bronze,24.39
17669,Misty Gerow,30,bronze,42.71
17670,Patricia Dasilva,39,bronze,10.57
17671,Santiago Munoz,27,silver,18.03
17672,Wayne Kravitz,22,bronze,11.25
17673,Mark Davis,30,bronze,13.33
17674,Estella Wood,23,gold,17.03
17675,Jessica Miller,30,bronze,13.95
17676,Robert Mills,30,bronze,147.02
17677,Rosetta Lennon,44,bronze,13.44
17678,William Miller,43,bronze,37.66
17679,Linda Andrews,43,silver,53.37
17680,Roger Johnson,39,silver,18.29
17681,Laureen Soares,37,gold,15.190000000000001
17682,Mindy Hovis,25,bronze,2930.25
17683,Anthony Rowe,26,silver,8.1
17684,Brendan Leavins,46,bronze,42.14
17685,Virginia Kenny,33,bronze,10.879999999999999
17686,Thelma Douds,40,bronze,35.71
17687,Robert Beck,34,bronze,12.6
17688,Dolores Clemons,39,bronze,12.73
17689,Angeline Santos,31,bronze,12.1
17690,Joseph Barnhart,41,bronze,114.84
17691,Teresa Martin,40,bronze,28.75
17692,Hilda Dubose,45,bronze,18.16
17693,Thomas Harper,40,gold,23.11
17694,Frank Whitaker,35,silver,32.29
17695,Ben Keith,27,bronze,69.77
17696,Daniel Roule,43,silver,131.03
17697,Paul Berman,40,silver,191.96
17698,James Langley,37,bronze,44.52
17699,David Mangione,26,gold,56.44
17700,Yvonne Vazquez,22,gold,27.6
17701,Leslie Pierson,20,silver,25.31
17702,James Williams,34,bronze,25.94
17703,Natasha Maupin,42,bronze,149.96
17704,Francisco Suggs,33,gold,8.47
17705,Ashley Fitting,38,bronze,8.05
17706,Carol Musick,29,silver,10.82
17707,Wilda Williams,31,bronze,5.59
17708,Caroline Penrod,35,bronze,30.27
17709,Calvin Taylor,39,bronze,31.74
17710,Neva Hubbard,24,bronze,22.689999999999998
17711,Nicole Goldtrap,40,bronze,7.96
17712,Elizabeth Romanelli,44,silver,26.12
17713,Phyllis Chapman,32,bronze,6.09
17714,Willie Williams,36,bronze,9.870000000000001
17715,Russell Davis,35,bronze,61.13
17716,John Baker,34,gold,24.83
17717,Robert Sherron,42,bronze,29.04
17718,Robert Williams,36,bronze,108.33
17719,Robert Roper,40,bronze,52.08
17720,Henry Swick,20,silver,15.530000000000001
17721,Christina Hamilton,35,silver,9.04
17722,Roberta Costanzo,25,bronze,5.4
17723,Christopher Rodriguez,36,bronze,8.1
17724,Bill Doyle,33,bronze,14.21
17725,Emily Kocieda,36,silver,9.27
17726,Anita Tremblay,41,bronze,7.52
17727,Leo Archie,42,silver,116.07
17728,Phillip Jones,37,bronze,11.94
17729,Julian Flores,27,silver,68.93
17730,Shelby Henry,42,bronze,33.58
17731,Susan Thompson,29,silver,7.16
17732,Pamela Holland,40,bronze,22.37
17733,Niki Butler,38,silver,50.64
